z,rho_adaptive,rho_uniform,delta_rho,eloc_adaptive,eloc_uniform,delta_eloc
-0.3799999952316284,0.19062411785125732,0.17207719385623932,0.018546923995018005,-0.7891957759857178,-0.5889003276824951,-0.20029544830322266
-0.37250006198883057,0.1942790001630783,0.17484217882156372,0.019436821341514587,-0.8165896534919739,-0.6041767001152039,-0.21241295337677002
-0.3649998903274536,0.19793400168418884,0.17760725319385529,0.020326748490333557,-0.8439844250679016,-0.6194535493850708,-0.2245308756828308
-0.35749995708465576,0.20158888399600983,0.18081606924533844,0.020772814750671387,-0.8713783025741577,-0.646122932434082,-0.22525537014007568
-0.3500000238418579,0.2052437663078308,0.18491247296333313,0.02033129334449768,-0.8987721800804138,-0.6955756545066833,-0.20319652557373047
-0.3424999713897705,0.20889870822429657,0.1890089362859726,0.019889771938323975,-0.9261664748191833,-0.7450291514396667,-0.1811373233795166
-0.3349999189376831,0.21255365014076233,0.19310539960861206,0.01944825053215027,-0.9535608291625977,-0.7944826483726501,-0.1590781807899475
-0.32749998569488525,0.2162085324525833,0.19720180332660675,0.019006729125976562,-0.9809547066688538,-0.8439353704452515,-0.1370193362236023
-0.3200000524520874,0.2198634147644043,0.20129820704460144,0.018565207719802856,-1.0083485841751099,-0.8933880925178528,-0.11496049165725708
-0.3125,0.22351834177970886,0.2053946703672409,0.018123671412467957,-1.0357428789138794,-0.9428415894508362,-0.09290128946304321
-0.30500006675720215,0.22717322409152985,0.2094910740852356,0.01768215000629425,-1.0631368160247803,-0.9922943115234375,-0.07084250450134277
-0.29750001430511475,0.2308281660079956,0.21358753740787506,0.017240628600120544,-1.0905311107635498,-1.041747808456421,-0.048783302307128906
-0.28999996185302734,0.23448310792446136,0.21768400073051453,0.01679910719394684,-1.1179254055023193,-1.0912013053894043,-0.02672410011291504
-0.28249990940093994,0.23813804984092712,0.221780464053154,0.016357585787773132,-1.1453197002410889,-1.1406548023223877,-0.004664897918701172
-0.27500009536743164,0.24179287254810333,0.2258768081665039,0.015916064381599426,-1.1727131605148315,-1.190106749534607,0.01739358901977539
-0.2674999237060547,0.24544787406921387,0.22997333109378815,0.01547454297542572,-1.2001079320907593,-1.2395609617233276,0.03945302963256836
-0.2599998712539673,0.24977292120456696,0.2340697944164276,0.015703126788139343,-1.2497339248657227,-1.289014458656311,0.03928053379058838
-0.25249993801116943,0.25484490394592285,0.2381661981344223,0.01667870581150055,-1.324141025543213,-1.3384672403335571,0.014326214790344238
-0.24500000476837158,0.25991684198379517,0.242262601852417,0.017654240131378174,-1.3985480070114136,-1.3879199028015137,-0.010628104209899902
-0.23749995231628418,0.26498889923095703,0.24635906517505646,0.018629834055900574,-1.4729562997817993,-1.437373399734497,-0.035582900047302246
-0.22999989986419678,0.2700609564781189,0.2504555284976959,0.019605427980422974,-1.5473644733428955,-1.4868268966674805,-0.06053757667541504
-0.22249984741210938,0.2751329839229584,0.2545520067214966,0.020580977201461792,-1.6217726469039917,-1.5362803936004639,-0.08549225330352783
-0.21500003337860107,0.2802048921585083,0.2586483359336853,0.021556556224822998,-1.6961785554885864,-1.585732340812683,-0.11044621467590332
-0.20749998092651367,0.2852769196033478,0.2627447843551636,0.022532135248184204,-1.7705867290496826,-1.6351858377456665,-0.1354008913040161
-0.19999980926513672,0.2903490662574768,0.266841322183609,0.023507744073867798,-1.8449960947036743,-1.6846401691436768,-0.16035592555999756
-0.19249999523162842,0.29542094469070435,0.27093765139579773,0.024483293294906616,-1.919402003288269,-1.734092116355896,-0.18530988693237305
-0.18500006198883057,0.30049291253089905,0.2750340700149536,0.025458842515945435,-1.9938089847564697,-1.7835447788238525,-0.2102642059326172
-0.17750000953674316,0.3055649399757385,0.27893051505088806,0.026634424924850464,-2.0682172775268555,-1.8359118700027466,-0.2323054075241089
-0.1699998378753662,0.31063708662986755,0.28242701292037964,0.028210073709487915,-2.1426265239715576,-1.8941059112548828,-0.2485206127166748
-0.1625000238418579,0.3157089650630951,0.2859233617782593,0.029785603284835815,-2.2170324325561523,-1.9522972106933594,-0.26473522186279297
-0.15500009059906006,0.3207809329032898,0.2894197702407837,0.031361162662506104,-2.2914395332336426,-2.0104894638061523,-0.28095006942749023
-0.1474999189376831,0.32585304975509644,0.29291626811027527,0.03293678164482117,-2.365849018096924,-2.068683624267578,-0.2971653938293457
-0.1399998664855957,0.3309251070022583,0.29641273617744446,0.03451237082481384,-2.4402570724487305,-2.1268765926361084,-0.31338047981262207
-0.1325000524520874,0.33599698543548584,0.2999090850353241,0.03608790040016174,-2.514662981033325,-2.185067892074585,-0.32959508895874023
-0.125,0.3410690426826477,0.3034055531024933,0.03766348958015442,-2.589071273803711,-2.2432610988616943,-0.3458101749420166
-0.1174999475479126,0.3461410701274872,0.3069019913673401,0.039239078760147095,-2.6634793281555176,-2.3014543056488037,-0.36202502250671387
-0.11000001430511475,0.3512130379676819,0.3103983998298645,0.04081463813781738,-2.737886428833008,-2.3596465587615967,-0.37823987007141113
-0.10249996185302734,0.35628509521484375,0.3138948678970337,0.04239022731781006,-2.8122947216033936,-2.417839527130127,-0.3944551944732666
-0.09500002861022949,0.36135706305503845,0.3173912763595581,0.04396578669548035,-2.8867015838623047,-2.47603178024292,-0.41066980361938477
-0.08749997615814209,0.3664291203022003,0.3208877146244049,0.04554140567779541,-2.9611098766326904,-2.5342249870300293,-0.42688488960266113
-0.08000004291534424,0.371501088142395,0.3243841230869293,0.0471169650554657,-3.0355169773101807,-2.5924172401428223,-0.4430997371673584
-0.07249987125396729,0.37657320499420166,0.3278806507587433,0.048692554235458374,-3.109926223754883,-2.650611162185669,-0.45931506156921387
-0.06499993801116943,0.38164517283439636,0.3313770294189453,0.05026814341545105,-3.184333324432373,-2.708803415298462,-0.47552990913391113
-0.05750012397766113,0.3867170512676239,0.33487337827682495,0.05184367299079895,-3.2587392330169678,-2.7669947147369385,-0.4917445182800293
-0.04999995231628418,0.39178916811943054,0.3383699059486389,0.053419262170791626,-3.33314847946167,-2.8251888751983643,-0.5079596042633057
-0.04249989986419678,0.3968612253665924,0.3418663442134857,0.05499488115310669,-3.4075567722320557,-2.8833818435668945,-0.5241749286651611
-0.034999966621398926,0.4019331932067871,0.34536275267601013,0.05657044053077698,-3.481963872909546,-2.9415740966796875,-0.5403897762298584
